text,community_id,community_name,perplexity
do n't sleep on the fame bro if you sleep you slumber congratulations dear keep bagging the bag babe congratulations phyna phyna x spedy weightloss authentic phyna do it like phyna,14,Spam,2.602750681646171e-09
"what half gist does is disastrous . if it is something that can be fixed , do so because whatever it is that dropped in code on the tl is already causing unnecessary tension . let help ourselves . phyna x spedy weightloss congratulations phyna",14,Spam,2.495388002898835e-07
yes please phynation ignore them abeg i am just happy that they are hyping the same brand they bashed phyna x spedy weightloss congratulations phyna,14,Spam,3.5216676796956387e-10
thanks to some help from my lovely dom . i 'm back on track with my weightloss . i 've dropped 8 pounds this week after being extremely strict on my diet . who knew all i needed was for some legit rewards and consequences for me to get back to dropping weight again .,12,Spam,8.869736802807893e-07
this is so heart warming am in tears shop spedy weightloss rixari skin secrets x phyna,14,Spam,1.7151632352934392e-16
phyna hyping phynation the fanbase choke ! ! ! shop spedy weightloss rixari skin secret x phyna,14,Spam,6.88490822513266e-13
morning cuties xx all my links are here ! ! ! tippers get free content ! !,12,Spam,5.315816235977622e-19
read caption from rantgist ! phynation we did it ! odogwu fanbase shop spedy weightloss rixari skin secrets x phyna,14,Spam,8.817958863094333e-11
"how does sweatcoin work ? the more you walk , the more you earn . and the more you earn , the more you walk ! studies show that rewards motivate people to stay active . *",11,Spam,2.050382530427441e-09
so they can later hype bleaching cream it well phyna x spedy weightloss congratulations phyna,14,Spam,2.6683098496715777e-15
the speedy is speeding more wins dear phyna x spedy weightloss congratulations phyna,14,Spam,1.2525476443068238e-19
i am patiently waiting for the alcohol brand because una call my babe drunkard let her be drinking and collecting millions congratulations phyna phyna x spedy weightloss,14,Spam,8.282583646712638e-11
well done phynation the space jig promoting phyna brand should be our main priority phyna x spedy weightloss congratulations phyna phyna x spedy weightloss congratulations phyna,14,Spam,3.3018976441923087e-09
hair deal alcoholic beverage deal clothing deal shoes deal movies with hypocrite roles we are now waiting for you phyna x spedy weightloss congratulations phyna,14,Spam,8.282583646712638e-11
i just discovered phyna is d only female celebrity in the whole world that have joined kizz daniel in asgard . no wonder the jealousy and editing up and down . it is now clear congratulations phyna phyna x spedy weightloss,14,Spam,1.002228628976809e-07
"phyna will wear who deyy , wear hype priestess , wear they gon cry by herself shop spedy weightloss rixari skin care x phyna",14,Spam,1.6775024425097484e-10
"that surprise evictee hm is jealous of phyna it clear , what the point off reposting that edited video that lady did with vado ? ? ? yoh stay away from people like that phyna x spedy weightloss",14,Spam,1.0106327152925588e-07
are you ready is about to choke us phyna x spedy weightloss congratulations phyna,14,Spam,1.1038361315050633e-18
meghan mccain i 've been 'urged ' to take ozempic 4 weeks after giving birth read more,11,Spam,1.908846450757097e-16
"`` beautiful chubby jamaican queen , bare midriff , muscular body , cropped dark teal miami dolphins t-shirt , skin-tight orange leather miniskirt , '' made with",12,Spam,1.2614849165260011e-09
big congratulations queen phyna phyna x spedy weightloss congratulations phyna,14,Spam,1.932387993630873e-22
pynation go engage on phyna post on instagram shop spedy weightloss rixari skin secrets x phyna,14,Spam,3.06586963390483e-14
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,11,Spam,1.797681079551694e-07
"^ , , check out this free app it pays to walk",11,Spam,1.699340314199567e-28
